Source Term	Target Term
functional performance inventory	inventario de desempeño funcional
function test	prueba de función
fuming	fumante
function	función
functional activities	actividades cotidianas
functional gastrointestinal pain	trastorno funcional digestivo
fundus	fondo
functional status	estado funcional
fungal infection	infección por hongos
functionality	función
fungaemia	funguemia
fundus photography	retinografía
fungaemia NEC	funguemia NCOC
fundic	fúndica
functional residual capacity	capacidad residual funcional
fungal urogenital infection	infección urogenital fúngica
furnace	horno
fungus Alternaria	P: MA 9-8-16
furan	furano
further endpoint	variable adicional
fungus Alternaria	hongo Alternaria
furafylline	furafilina
fármaco inhibidor? en: EGFR- or HER2 inhibiting drug	Legacy Clinical Study Report_U07312802 (Afanatib)
g.mecon.gov.ar/infolegInternet/anexos/85000-89999/86181/dto202-2003-49.htm	P530_ADD2056_U13257001_Imp-Deg Prod Testing
FVIIa	FVIIa
fused tympanic annulus	anillo timpánico fusionado
FV	última visita
fusion point	punto de fusión
g.ar/scielo.php?pid=S1850-37482010000200007&amp;script=sci_arttext	RMP_Empagliflozin_V1.4_S0001768806_383-395
gait	marcha
galenic form	forma farmacéutica
Gall bladder-to-body weight ratio	cociente vesícula biliar-peso corporal
g/panacea/IndiceGeneral/n28_tradyterm-saladrigasycleo.pdf	RMP_Olodaterol_V2_S0000634605_237-249
g/wiki/Reparaci%C3%B3n_del_ADN	U02-1481-01--pre-clinical-study-report
G/L	G/l
galenical formulation	forma farmacéutica
galenical formulation	forma galénica
gall bladder	vesícula biliar
gas liquid chromatography	cromatografía gas-líquido
gas chromatography with mass spectrometric detection	cromatografía de gases con espectrometría de masas
gallstones	cálculos biliares
gamma glutamyl transferase	gamma glutamil transferasa
gamma linolenic acid	ácido gama linoléico
gamma scintigraphy	gammagrafía
gang cage	jaula comunitaria
Gamma?glutamyltransferase	gamma glutamil transferasa
gas cell pressure	presión del gas en la celda
gastric environment	entorno gástrico
gastritis haemorrhagic	gastritis hemorrágica
gastric intubation	entubación gástrica
gas tight closure	cierre hermético
gastric H+/K+ ATPase enzyme	enzima gástrica H+/K+ ATPasa
gastric neoplasms malignant	neoplasias gástricas malignas
gasping	jadeo
gastric cancer	cáncer gástrico
gas-tight closure	cierre hermético
gasket	junta
gastroenteritis	gastroenteritis
gastrointestinal disorders	trastornos gastrointestinales
gastro-duodenal ulcer	úlcera gastroduodenal
gastroesophageal reflux disease	enfermedad por reflujo gastroesofágico
gastrointestinal	gastrointestinal
gastrointestinal paresis	paresia gastrointestinal
gastrointestinal tract	tracto gastrointestinal
gastrointestinal stromal tumour	tumor del estroma gastrointestinal
gastrointestinal transit	tránsito gastrointestinal
gavage	sonda
gauge pin	calibrador de perno
gavage needle	aguja-catéter
gastrooesophageal reflux disease	enfermedad por reflujo gastroesofágico
gCV	CVg
GD	DG
GCP	BPC
gCV - geometric coefficient of variation	gCV - coeficiente de variación de Pearson
GC gas chromatography	cromatografía de gases
GC	GC
GDSS	sistema de seguridad farmacológica mundial
GCP -Good Clinical Practices	GCP - Buenas Prácticas Clínicas
GDSD	GDSD
GD - Gestation day	DG - Día gestacional
Gehan-Breslow test	prueba de Gehan-Breslow
GEE	G/14
GEE	GEE
gelatin mass sub-lots	sublotes de decocción de gelatina
gel films	películas de gel
gefitinib	gefitinib
Gemcitabine	Gemcitabina
gel clot	coágulo de gel
gelatin clear	caldo de gelatina
general disorders and administration site conditions	trastornos generales y alteraciones en el lugar de administración
gen for selection	gen de selección
gene expression	expresión génica
gender	sexo
generally recognised as safe	generalmente reconocidos como seguros
general notes	notas generales
general practices	medicina general
general practitioner	médico de cabecera
General Practitioners Research network	Red de Investigación de Médicos de Cabecera
General Practice Research Database	Base de Datos para la Investigación en Medicina General
generic drug	medicamento genérico
genetic polymorphism	polimorfismo genético
geneticin	geneticina
genotoxic	genotóxico
genotoxicant	genotóxico
genomic DNA	ADN genómico
genotype directed strategy	estrategia adaptada al genotipo
genomic arrangement	secuencia del genoma
genetic stability studies	estudios de estabilidad genética
genital infection	infección genital
genotoxicity	genotoxicidad
gentomycin	gentomicina
geometric mean ratio	media geométrica de mínimos cuadrados
genotyping	genotipado
geometric coefficient of variation	coeficiente de variación geométrica
Geometric mean (and gCV %) pharmacokinetic parameters of BIBW 2992 BS on Day 1	Legacy Clinical Study Report
geometric mean endurance time	media geométrica del tiempo de resistencia
genotyping data	información genotípica
geometrical isomer	isómero geométrico
geometric mean	media geométrica
GESTIS	GESTIS
GESTIS - Database on hazardous substances (hosted in Germany)	GESTIS - Base de datos de sustancias peligrosas (en Alemania)
gestation day	día gestacional
ges/Fact_Sheets/lcmv-qa-es.pdf	Sp-2487432_S231_BBIOAL0301_Q0020527501 - pags 17-27
GFB	GFB
gla en español. Expandir	U02-1381--pre-clinical-study-report
GINA	GINA
glandular acinus	ácino glandular
GI	GI
GIP	PIG
gingival bleeding	hemorragia gingival
GGT	GGT
gl(s) - Gland(s)	gl/s (usar solo de ser necesario en tablas) -glándulas
"gId=es"""	PHN Complex
glass electrode	electrodo de vidrio
glass-stoppered	con tapón de vidrio
Glasgow Coma Scale	Escala de Coma de Glasgow
glass stoppered	con tapón de vidrio
glass-electrode pH meter	pH-metro con electrodo de vidrio
glass vials	frascos de vidrio
glass rod	varilla de vidrio
glass electrode pH meter	pH-metro con electrodo de vidrio
glass beaker	vaso de precipitados
Glassware	Utensilios de vidrio
glimepiride	glimepirida
GLIMMIX	procedimiento GLIMMIX del SAS
glioblastoma	glioblastoma
glidant	deslizante
Glassine	papel Glassine
glidant	deslizante (comprimido)
GLDH - Glutamate dehydrogenase	GLDH - glutamato deshidrogenasa
GLDH	GLDH
glitazone	glitazona
global endpoint	variable global
glipizide	glipizida
Global initiative for chronic Obstructive Lung Disease	Estrategia global para el diagnóstico, tratamiento y prevención de la enfermedad pulmonar obstructiva crónica
global assessment	evaluación global
global fitting procedure	procedimiento de ajuste global
Global Initiative for Asthma	Iniciativa Global para el Asma
glomerulonephritis	glomerulonefritis
glossodyinia	glosodinia
Global Strategy for Asthma Management and Prevention	estrategia global para el tratamiento y prevención del asma
glomerular	glomerular
glomerulopathy	glomerulopatía
globulin	globulina
glomerular filtration rate	velocidad de filtrado glomerular
Global Strategies for Opening Occluded Coronary Arteries	Estrategias Globales para Abrir Arterias Ocluidas
Global Lung Function Initiative	iniciativa global para la función pulmonar
gluconeogenesis	gluconeogénesis
GLP-1 mimetic	análogo del GLP-1
glucocorticoid	glucocorticoide
glucagon-like peptide-1 (GLP-1)	péptido símil glucagon tipo 1
glucocorticosteroid	glucocorticosteroide
GLP - Good laboratory practices	Buenas Prácticas de Laboratorio (GLP)
GLP	BPL
glucono-delta-lactone	glucono-delta-lactona
Glucose dependent Insulinotropic Peptide	péptido insulinotrópico dependiente de la glucosa
glucose lowering medication	medicamento antidiabético
glucose solution	solución glucosada
glucose-6-phosphate	glucosa-6-fosfato
glucose meter	glucómetro
glucophage	glucophage
glutathione	glutatión
Glutamic Pyruvic Transaminase	alanina aminotransferasa
glucose-galactose malabsorption	malabsorción de glucosa-galactosa
glucuretic	glucosúrico
glucose-6-phosphate dehydrogenase	glucosa 6-fosfato deshidrogenasa
glutamine	glutamina
glucuronide conjugate	glucurónidos conjugados
glutamate dehydrogenase	glutamato deshidrogenasa
glutamic acid	ácido glutámico
Glutamic Oxaloacetic Transaminase	aspartato aminotransferasa
glycemic control	control glucémico
glyburide	gliburida
glycine hydrochloride	clorhidrato de glicina
glycine	glicina
glutethimide	glutetimida
glycaemic rescue	rescate glucémico
glycerol	glicerina
glycin	glicina
glycated haemoglobin	hemoglobina glucosilada
glycaemic control	control de glucemia
glycerolhydroxystearate	hidroxiestearato de glicerilo
GmbH	GmbH
glycogen synthase	glucógeno-sintasa
glycogen synthase	glucógeno sintasa
glycogen	glucógeno
gmean	media geométrica
GmbH	P: MA 10-8-16
gold standard therapy	mejor tratamiento reconocido
good laboratory practices	buena práctica de laboratorio
goodness-of-fit	bondad del ajuste
Good Clinical Practices	Buenas Prácticas Clínicas
GMP - Good Manufacturing Practices	GMP - Buenas Prácticas de Fabricación
Good Manufacturing Practices	Buenas Prácticas de Fabricación
gmean - geometric mean	Media geométrica
GOLD	GOLD
gold particle test	prueba de partícula de oro
goitre	bocio
GPRD	GPRD
gout	gota
GOT	AST
GP	GP
GOT - Glutamic Oxaloacetic Transaminase	AST - aspartato aminotransferasa
GPRD - General Practice Research Database	GPRD - Base de Datos para la Investigación en Medicina General
GPT - Glutamic Pyruvic Transaminase	ALT - alanina aminotransferasa
gradient mode	modo gradiente
Grade 2 DAIDS	Criterios de la División de SIDA, Grado 2
graded dose	dosis incrementales
gradient HPLC	HPLC con gradiente
grand average	promedio de promedios
granisetron HCL	clorhidrato de ganisetrón
gradient elution	elución en gradiente
graduated cylinder	probeta graduada
grado gradiente	BI
grant support	subvención
granulating agent	agente granulador
granulating agent	agente granulador, agente de granulación
granisteron	granisetrón
granulate	granulado
grant	contribución
granule / s	gránulo / s
granule	gránulo
GRAS - Generally recognised as safe	GRAS - Generalmente reconocidos como seguros
GRAS	GRAS
granulation	granulación
"Graves"" ophthalmopathy"	oftalmopatía de Graves
granulomatous inflammation	inflamación granulomatosa
granulation liquid	líquido de granulación
granulocytopoiesis	granulopoyesis
gross cell morphology	morfología celular general
gross pathology	anatomía patológica macroscópica
grid	rejilla
gross lesion	lesión macroscópica
Gross External	anomalías externas macroscópicas
gravimetric test	análisis gravimétrico
Gray	Gray
gross necropsy	necropsia macroscópica
gross anatomy	anatomía general
Group Biological Laboratory Service	servicio de laboratorio biológico del Grupo
ground joint diaphragm	diafragma de junta esmerilada
Gross pathology	Anatomía patológica macrosópica
group means	media de los grupos
ground glass stopper	tapón de vidrio esmerilado
ground	moler
ground-glass stopper	tapón esmerilado
ground-joint diaphragm	diafragma de junta esmerilada
Group General Pharmacology	Farmacología general corporativa
growth advantage	que favorece el crecimiento
gSE	gEE
GS	SG
GSKDrug	GSKDrug
guard column	precolumna
guarantor	garante
growth plate	placa de crecimiento
Guinea pig	cobayo
guard column (HPLC)	precolumna, columna de guarda
GUSTO	GUSTO
Guidelines for Good Pharmacoepidemiology Practices	guía de buenas prácticas de farmacoepidemiología
guidelines for reporting observational studies	directrices para la comunicación de estudios observacionales
guideline	lineamiento
Gut Associated Lymphoid Tissue	tejido linfoide asociado con el tracto gastrointestinal
Guidance for Industry	Guía para la Industria
gullet	esófago
GVP	BPFV
H (height)	altura
Gy	Gy
gut SGLT1 inhibition	inhibición del SGLT1 intestinal
guías para el diagnóstico y manejo del asma	http://www.alergiaspr.org/medicos/FernandoLopez/Art-ambiente_alergias_guias_asma.html
h - Hour(s)	h (usar solo de ser necesario en tablas) - Horas
Gy - Gray (unit for absorbed radiation dose)	Gy - Gray (unidad de dosis de radiación absorbida)
gut flora	flora intestinal
haematemesis	hematemesis
haematology	hematología
haematocrit	hematocrito
haematological test	análisis hematológico
haemarthrosis	hemartrosis
H2	H2
H.N.C.	Téc.
haemolytic anaemia	anemia hemolítica
haematopoietic cytopenias	citopenia hematopoyética
haemoconcentration	hemoconcentración
haematoxylin	hematoxilina
haemorrhagic shock	shock hemorrágico
haematology analyser	analizador hematológico
haemoptysis	hemoptisis
halfcount test	ensayo halfcount
half life	vida media
haemothorax	hemotórax
halofantrin	halofantrina
half maximal inhibitory concentration	concentración inhibitoria 50%
halitosis	halitosis
half finished	semielaborado
halide	haluro
halogen moisture analyzer	analizador halógeno de la humedad
halogenated compound	compuesto halogenado
haloperidol	haloperidol
halothane	halotano
Han	Han
Hamster Antibody Production Test	prueba de producción de anticuerpos en hamster
hand-foot-syndrome	eritrodisestesia palmo-plantar
Hams F15	medio de cultivo Hams F15
Hand-foot-syndrome	síndrome mano-pie
hapten	hapteno
haplotype	haplotipo
Hantaan virus	Hantavirus
handling	manipulación
hard fat	glicéridos de ácidos grasos saturados
hard capsule	cápsula dura
handwheel	manivela
Hannover	Hannover
harmonised	armonizado
hardness	dureza
harvest	cosecha
hard temper	temple duro
Harmonised Tripartite Guideline	Lineamientos Tripartitos Armonizados
hardness tester	durómetro
Harmonised Tripartite Guideline	guía tripartita armonizada
harmonic mean	media armónica
harm_U13343701	3 de 3
