Source Term	Target Term
Prostate cancer recurrent	Cáncer de próstata recurrente
Prostate cancer stage II	Cáncer de próstata, estadio II
Prostate cancer stage IV	Cáncer de próstata, estadio IV
Prostate cancer stage I	Cáncer de próstata, estadio I
Prostatic acid phosphatase abnormal	Fosfatasa ácida prostática anormal
Prostatic abscess	Absceso prostático
Prostatic acid phosphatase	Fosfatasa ácida prostática
Prostate cancer stage 0	Cáncer de próstata, estadio 0
Prostate cancer stage III	Cáncer de próstata, estadio III
Prostatic acid phosphatase normal	Fosfatasa ácida prostática normal
Prostatic acid phosphatase increased	Fosfatasa ácida prostática elevada
Prostatic adenoma	Adenoma prostático
Prostatic atrophy	Atrofia prostática
Prostatic disorder	Trastorno prostático
Prostatic pain	Dolor prostático
Prostatic specific antigen decreased	Antígeno prostático específico disminuido
Prostatic specific antigen increased	Antígeno prostático específico elevado
Prostatic haemorrhage	Hemorragia prostática
Prostatitis trichomonal	Prostatitis por tricomonas
Prostatitis gonococcal	Prostatitis gonocócica
Protein albumin ratio	Relación proteínas totales albúmina
Prostatitis	Prostatitis
Prostatism	Prostatismo
Protein albumin ratio decreased	Relación disminuida proteínas totales albúmina
Protein albumin ratio abnormal	Relación anormal proteínas totales albúmina
Protein bound iodine decreased	Yodo unido a proteínas disminuido
Protein anabolism increased	Anabolismo proteico aumentado
Protein albumin ratio increased	Relación aumentada proteínas totales albúmina
Protein albumin ratio normal	Relación normal proteínas totales albúmina
Protein bound iodine increased	Yodo unido a proteínas elevado
Protein deficiency anaemia	Anemia por déficit de proteínas
Protein C decreased	Proteína C disminuida
Protein total abnormal	Proteínas totales anormales
Protein total normal	Proteínas totales normales
Protein total decreased	Proteínas totales disminuidas
Protein total increased	Proteínas totales elevadas
Proteinuria	Proteinuria
Prothrombin level	Nivel de protrombina
Protein urine	Proteínas en orina
Protein urine absent	Ausencia de proteinuria
Prothrombin level abnormal	Nivel anormal de protrombina
Prothrombin level increased	Nivel de protrombina elevado
Prothrombin level decreased	Nivel de protrombina disminuido
Prothrombin time	Tiempo de protrombina
Prothrombin level normal	Nivel normal de protrombina
Prothrombin time abnormal	Tiempo anormal de protrombina
Prothrombin time normal	Tiempo normal de protrombina
Prothrombin time prolonged	Tiempo prolongado de protrombina
Prothrombin time shortened	Tiempo de protrombina disminuido
Prothrombin time ratio increased	Proporción aumentada del tiempo de protrombina
Prothrombin time ratio decreased	Proporción disminuida del tiempo de protrombina
Prothrombin time ratio	Proporción del tiempo de protrombina
Prurigo	Prurigo
Pruritus	Prurito
Protrusion tongue	Protuberancia de lengua
Pruritus genital	Prurito genital
Pseudo-blepharoptosis	Pseudoblefaroptosis
Pseudobulbar palsy	Parálisis pseudobulbar
Pseudoaldosteronism	Pseudoaldosteronismo
Pseudo-Bartter syndrome	Síndrome pseudo Bartter
Pseudoexfoliation of lens capsule	Pseudoexfoliación de la cápsula del cristalino
Pseudodiverticular disease	Enfermedad pseudodiverticular
Pseudofolliculitis barbae	Pseudofoliculitis de la barba
Pseudohermaphroditism	Pseudohermafroditismo
Pseudohermaphroditism female	Pseudohermafroditismo femenino
Pseudopapilloedema	Pseudopapiledema
Pseudohermaphroditism male	Pseudohermafroditismo masculino
Pseudomyxoma peritonei	Pseudomixoma peritoneal
Pseudohypoparathyroidism	Pseudohipoparatiroidismo
Pseudopolyposis	Pseudopoliposis
Pseudomembranous colitis	Colitis pseudomembranosa
Pseudolymphoma	Pseudolinfoma
Pseudoprecocious puberty	Pubertad pseudoprecoz
Pseudopterygium	Pseudopterigión
Psorospermiasis	Psoroespermiasis
Psittacosis	Psitacosis
Pseudoxanthoma elasticum	Pseudoxantoma elástico
Pseudoporphyria	Pseudoporfiria
Psoriasis	Psoriasis
Psoriatic arthropathy	Artropatía psoriásica
Psychopathic personality	Personalidad psicopática
Psychological factor affecting medical condition	Factor psicológico que afecta a una enfermedad orgánica
Psychogenic dysuria	Disuria psicógena
Psychomotor retardation	Retraso psicomotor
Psychosexual disorder	Trastorno psicosexual
Psychomotor seizures	Crisis psicomotoras
Psychomotor hyperactivity	Hiperactividad psicomotora
Psychogenic pain disorder	Trastorno por dolor psicógeno
Psychotic behaviour	Comportamiento psicótico
Pterygium operation	Cirugía de terigión
Ptosis repair	Reparación de ptosis
Psychotherapy	Psicoterapia
Psychosocial support	Apoyo psicosocial
Puberty	Pubertad
Pterygium	Pterigión
Psychotic family member	Miembro de la familia psicótica
Pulmonary arterial wedge pressure abnormal	Presión anormal de enclavamiento arterial pulmonar
Pulmonary arterial pressure increased	Presión arterial pulmonar aumentada
Puerperal pyrexia	Pirexia puerperal
Pulmonary alveolar haemorrhage	Hemorragia alveolar pulmonar
Pulmonary arterial wedge pressure	Presión de enclavamiento arterial pulmonar
Pudendal hernia	Hernia pudenda
Pulmonary arterial wedge pressure decreased	Presión disminuida de enclavamiento arterial pulmonar
Pulmonary alveolar microlithiasis	Microlitiasis alveolar pulmonar
Pulmonary aplasia	Aplasia pulmonar
Pulmonary artery atresia	Atresia de la arteria pulmonar
Pulmonary artery stenosis	Estenosis de la arteria pulmonar
Pulmonary artery aneurysm	Aneurisma de la arteria pulmonar
Pulmonary arterial wedge pressure increased	Presión aumentada de enclavamiento arterial pulmonar
Pulmonary artery stenosis congenital	Estenosis de la arteria pulmonar congénita
Pulmonary artery thrombosis	Trombosis de la arteria pulmonar
Pulmonary arteriovenous fistula	Fístula arteriovenosa pulmonar
Pulmonary arterial wedge pressure normal	Presión normal de enclavamiento arterial pulmonar
Pulmonary congestion	Congestión pulmonar
Pulmonary echinococciasis	Equinococosis pulmonar
Pulmonary embolism	Embolia pulmonar
Pulmonary granuloma	Granuloma pulmonar
Pulmonary haemorrhage	Hemorragia pulmonar
Pulmonary eosinophilia	Eosinofilia pulmonar
Pulmonary fibrosis	Fibrosis pulmonar
Pulmonary hypertension	Hipertensión pulmonar
Pulmonary hypoplasia	Hipoplasia pulmonar
Pulmonary infarction	Infarto pulmonar
Pulmonary haemosiderosis	Hemosiderosis pulmonar
Pulmonary mycosis	Micosis pulmonar
Pulmonary interstitial emphysema syndrome	Síndrome de enfisema pulmonar intersticial
Pulmonary malformation	Malformación pulmonar
Pulmonary microemboli	Microémbolos pulmonares
Pulmonary sarcoidosis	Sarcoidosis pulmonar
Pulmonary syphilis	Sífilis pulmonar
Pulmonary oedema	Edema pulmonar
Pulmonary oedema post fume inhalation	Edema pulmonar por inhalación de humo
Pulmonary thrombosis	Trombosis pulmonar
Pulmonary valve incompetence	Insuficiencia de la válvula pulmonar
Pulmonary tuberculosis	Tuberculosis pulmonar
Pulmonary valve replacement	Sustitución de la válvula pulmonar
Pulmonary valvotomy	Valvulotomía pulmonar
Pulmonary valve stenosis congenital	Estenosis congénita de la válvula pulmonar
Pulmonary valve stenosis	Estenosis de la válvula pulmonar
Pulmonary vascular resistance abnormality	Anormalidad de la resistencia vascular pulmonar
Pulse abnormal	Pulso anormal
Pulmonary veno-occlusive disease	Enfermedad venooclusiva pulmonar
Pulmonary vasculitis	Vasculitis pulmonar
Pulmonary venous thrombosis	Trombosis venosa pulmonar
Pulpitis dental	Pulpitis dental
Pulse pressure abnormal	Presión anormal del pulso
Pulse absent	Pulso ausente
Pulse pressure increased	Presión elevada del pulso
Pulse pressure decreased	Presión disminuida del pulso
Pulse pressure normal	Presión normal del pulso
Punctate keratosis	Queratosis puntiforme
Punctate keratitis	Queratitis puntiforme
Punctate basophilia	Basofilia punteada
Pupillary disorder	Alteración pupilar
Pupillary light reflex tests	Pruebas del reflejo pupilar
Pupil fixed	Pupila fija
Pupillary light reflex tests abnormal	Pruebas anormales del reflejo pupilar
Pupils unequal	Pupilas desiguales
Purging	Purga
Pupillary light reflex tests normal	Pruebas normales del reflejo pupilar
Pupillary reflex impaired	Reflejo pupilar alterado
Purpura neonatal	Púrpura neonatal
Purpura	Purpura
Purpura senile	Púrpura senil
Purpura fulminans	Purpura fulminante
Pyelogram retrograde	Pielografía retrógrada
Purulent discharge	Secreción purulenta
PUVA	PUVA
Pustular psoriasis	Psoriasis pustular
Pyelogram retrograde normal	Pielografía retrógrada normal
Pyelonephritis	Pielonefritis
Pyelogram retrograde abnormal	Pielografía retrógrada anormal
Pyelonephritis acute	Pielonefritis aguda
Pyloric stenosis	Estenosis pilórica
Pyeloplasty	Pieloplastia
Pyelonephritis chronic	Pielonefritis crónica
Pyelonephritis mycoplasmal	Pielonefritis por micoplasma
Pyloromyotomy	Piloromiotomía
Pyloroplasty	Piloroplastia
Pyoderma	Piodermia
Pylorospasm	Piloroespasmo
Pyogenic granuloma	Granuloma piógeno
Pyometra	Piómetra
Pyoderma gangrenosum	Pioderma gangrenoso
Pyoderma streptococcal	Pioderma estreptocócico
Pyrexia	Pirexia
Pyomyositis	Piomiositis
Pyonephrosis	Pionefrosis
Pyromania	Piromanía
Q fever	Fiebre Q
Quadriplegia	Tetraplejia
Pyuria	Piuria
Pyruvate kinase deficiency anaemia	Anemia por déficit de piruvatocinasa
Queyrat erythroplasia	Eritroplasia de Queyrat
Radial nerve injury	Lesión traumática del nervio radial
Rabies	Rabia
Queensland tick typhus	Tifus por garrapata de Queensland
Radial nerve palsy	Parálisis del nervio radial
Radiation alveolitis	Alveolitis por radiación
Radiation associated pain	Dolor asociado a la radiación
Radiation cataract	Catarata por radiación
Radiation injury	Lesión por radiación
Radiation myelopathy	Mielopatía por radiación
Radiation fibrosis - lung	Fibrosis pulmonar por radiación
Radiation mucositis	Mucositis por radiación
Radiation pneumonitis	Neumonitis por radiación
Radical hysterectomy	Histerectomía radical
Radicular cyst	Quiste radicular
Radical mastectomy	Mastectomía radical
Radiculitis brachial	Radiculitis braquial
Radioallergosorbent test	Prueba de radioalergoabsorbente
Radioallergosorbent test negative	Prueba negativa de radioalergoabsorción
Radioactive iodine therapy	Tratamiento con yodo radiactivo
Radiculotomy	Radiculotomía
Radiculopathy	Radiculopatía
Rales	Estertores
Rash	Erupción
Rapid eye movements sleep abnormal	Sueño con movimientos oculares rápidos anormal
Radioulnar synostosis	Sinostosis radiocubital
Ranula	Ránula
Radioallergosorbent test positive	Prueba positiva de radioalergoabsorción
Radiotherapy	Radioterapia
Radius fracture	Fractura de radio
Rash macular	Erupción macular
Rash follicular	Erupción folicular
Rash generalised	Erupción generalizada
Rash maculo-papular	Erupción maculopapular
Rash erythematous	Erupción eritematosa
Rash morbilliform	Erupción morbiliforme
Rash neonatal	Erupción neonatal
Rash papular	Erupción papular
Reaction to colouring	Reacción a los colorantes
Rash scarlatiniform	Erupción escarlatiniforme
Raynaud's phenomenon	Fenómeno de Raynaud
Rash pruritic	Erupción prurítica
Reaction to azo-dyes	Reacción a los colorantes azoicos
Rash pustular	Erupción pustular
Rash vesicular	Erupción vesicular
Rash papulosquamous	Erupción papuloescamosa
Recession of chamber angle of eye	Recesión del ángulo de la cámara del ojo
Reconciliation with partner	Reconciliación con el cónyuge o compañero
Rebound effect	Fenómeno de rebote
Reactive attachment disorder of infancy or early childhood	Trastorno reactivo de la vinculación en la primera o segunda infancia
Recrudescent typhus	Tifus recrudescente
Reading disorder	Trastorno de la lectura
Reaction to food additive	Reacción a aditivo de los alimentos
Rectal cancer stage IV	Cáncer rectal, estadio IV
Rectal cancer	Cáncer rectal
Rectal cancer stage I	Cáncer rectal, estadio I
Rectal haemorrhage	Hemorragia rectal
Rectal atresia	Atresia rectal
Rectal cancer recurrent	Cáncer rectal recurrente
Rectal cancer stage II	Cáncer rectal, estadio II
Rectal cancer stage III	Cáncer rectal, estadio III
Rectal cancer stage 0	Cáncer rectal, estadio 0
Rectal prolapse	Prolapso rectal
Rectal stenosis	Estenosis rectal
Rectal lesion excision	Extirpación de lesión rectal
Rectal polyp	Pólipo rectal
Rectal perforation	Perforación rectal
Rectal laceration postoperative	Desgarro rectal postquirúrgico
Rectal polypectomy	Polipectomía rectal
Rectal prolapse repair	Reparación de prolapso rectal
Rectal ulcer	Úlcera rectal
Rectosigmoid cancer stage I	Cáncer rectosigmoideo, estadio I
Rectosigmoid cancer recurrent	Cáncer rectosigmoideo recurrente
Rectosigmoid cancer stage II	Cáncer rectosigmoideo, estadio II
Rectosigmoid cancer	Cáncer rectosigmoideo
Rectocele	Rectocele
Rectosigmoid cancer stage 0	Cáncer rectosigmoideo, estadio 0
Rectal ulcer haemorrhage	Úlcera rectal con hemorragia
Recurrent cancer	Cáncer recurrente
Recurring skin boils	Forúnculos recurrentes en la piel
Red blood cell count abnormal	Recuento anormal de hematíes
Red blood cell agglutination present	Presencia de aglutinación de hematíes
Rectosigmoid cancer stage IV	Cáncer rectosigmoideo, estadio IV
Red blood cell count decreased	Recuento disminuido de hematíes
Rectosigmoid cancer stage III	Cáncer rectosigmoideo, estadio III
Red blood cell count	Recuento de hematíes
Red blood cell count increased	Recuento elevado de hematíes
Red blood cell Heinz bodies present	Presencia de hematíes con cuerpos de Heinz
Red blood cell punctate basophilia present	Presencia de basofilia punteada eritrocitaria
Red blood cell count normal	Recuento normal de hematíes
Red blood cell macrocytes present	Presencia de macrocitos eritrocitarios
Red blood cell hypochromic morphology present	Presencia de hematíes hipocrómicos
Red blood cell nucleated morphology present	Presencia de hematíes de morfología nucleada
Red blood cell microcytes present	Presencia de microcitos eritrocitarios
Red blood cell target cells present	Presencia de dianocitos
Red blood cells semen negative	Hematíes en semen negativos
Red blood cell schistocytes present	Presencia de esquistocitos
Red blood cell sickled cells present	Presencia de hematíes falciformes
Red blood cells CSF positive	Hematíes en LCR positivos
Red blood cells semen	Hematíes en semen
Red blood cell rouleaux formation present	Presencia de eritrocitos apilados
Red man syndrome	Síndrome del hombre rojo
Refraction disorder	Trastorno de la refracción
Red blood cells semen positive	Hematíes en semen positivos
Reflexology	Reflexología
Red blood cells urine positive	Hematíes en orina positivos
Reflexes abnormal	Reflejo anormal
Refractive amblyopia	Ambliopía refractiva
Refractory anaemia	Anemia refractaria
Refsum's disease	Enfermedad de Refsum
Refractory anaemia with an excess of blasts	Anemia refractaria con exceso de blastos
Reinfusion	Reinfusión
Reiter's syndrome	Síndrome de Reiter
